-1.500000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.498666666666666591e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.497333333333333405e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.495999999999999996e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.494666666666666588e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.493333333333333401e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.491999999999999993e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.490666666666666584e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.489333333333333398e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.487999999999999989e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.486666666666666581e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.485333333333333394e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.483999999999999986e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.482666666666666577e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.481333333333333391e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.479999999999999982e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.478666666666666574e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.477333333333333387e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.475999999999999979e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.474666666666666570e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.473333333333333384e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.471999999999999975e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.470666666666666567e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.469333333333333380e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.467999999999999972e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.466666666666666563e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.465333333333333377e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.463999999999999968e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.462666666666666782e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.461333333333333373e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.459999999999999964e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.458666666666666778e+00 0.000000000000000000e+00 0.000000000000000000e+00
